id,speaker_id,book_id,source_id,source_dir,noisy_wav,clean_wav,noisy_sr,clean_sr,noisy_duration_sec,clean_duration_sec,duration_diff_sec,valid,reason,noisy_pick_reason,clean_find_reason
233_134440_233-134440-0053,233,134440,233-134440-0053,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/134440/233-134440-0053,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/134440/233-134440-0053/233-134440-0053.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/233/134440/233-134440-0053.flac,16000,16000,13.755000,13.755000,0.000000,1,ok,priority,exact
233_134440_233-134440-0054,233,134440,233-134440-0054,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/134440/233-134440-0054,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/134440/233-134440-0054/233-134440-0054.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/233/134440/233-134440-0054.flac,16000,16000,15.600000,15.600000,0.000000,1,ok,priority,exact
233_134440_233-134440-0058,233,134440,233-134440-0058,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/134440/233-134440-0058,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/134440/233-134440-0058/233-134440-0058.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/233/134440/233-134440-0058.flac,16000,16000,4.425000,4.425000,0.000000,1,ok,priority,exact
233_155990_233-155990-0002,233,155990,233-155990-0002,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/155990/233-155990-0002,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/155990/233-155990-0002/233-155990-0002.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/233/155990/233-155990-0002.flac,16000,16000,13.210000,13.210000,0.000000,1,ok,priority,exact
233_155990_233-155990-0009,233,155990,233-155990-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/155990/233-155990-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/155990/233-155990-0009/233-155990-0009.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/233/155990/233-155990-0009.flac,16000,16000,12.780000,12.780000,0.000000,1,ok,priority,exact
233_155990_233-155990-0032,233,155990,233-155990-0032,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/155990/233-155990-0032,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/155990/233-155990-0032/233-155990-0032.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/233/155990/233-155990-0032.flac,16000,16000,14.505000,14.505000,0.000000,1,ok,priority,exact
233_155990_233-155990-0039,233,155990,233-155990-0039,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/155990/233-155990-0039,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/233/155990/233-155990-0039/233-155990-0039.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/233/155990/233-155990-0039.flac,16000,16000,12.990000,12.990000,0.000000,1,ok,priority,exact
254_12312_254-12312-0016,254,12312,254-12312-0016,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/12312/254-12312-0016,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/12312/254-12312-0016/254-12312-0016.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/12312/254-12312-0016.flac,16000,16000,14.590000,14.590000,0.000000,1,ok,priority,exact
254_12312_254-12312-0020,254,12312,254-12312-0020,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/12312/254-12312-0020,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/12312/254-12312-0020/254-12312-0020.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/12312/254-12312-0020.flac,16000,16000,16.460000,16.460000,0.000000,1,ok,priority,exact
254_127705_254-127705-0006,254,127705,254-127705-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0006/254-127705-0006.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/127705/254-127705-0006.flac,16000,16000,4.420000,4.420000,0.000000,1,ok,priority,exact
254_127705_254-127705-0022,254,127705,254-127705-0022,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0022,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0022/254-127705-0022.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/127705/254-127705-0022.flac,16000,16000,15.425000,15.425000,0.000000,1,ok,priority,exact
254_127705_254-127705-0038,254,127705,254-127705-0038,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0038,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0038/254-127705-0038.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/127705/254-127705-0038.flac,16000,16000,16.760000,16.760000,0.000000,1,ok,priority,exact
254_127705_254-127705-0039,254,127705,254-127705-0039,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0039,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0039/254-127705-0039.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/127705/254-127705-0039.flac,16000,16000,15.225000,15.225000,0.000000,1,ok,priority,exact
254_127705_254-127705-0042,254,127705,254-127705-0042,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0042,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/127705/254-127705-0042/254-127705-0042.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/127705/254-127705-0042.flac,16000,16000,6.395000,6.395000,0.000000,1,ok,priority,exact
254_145458_254-145458-0004,254,145458,254-145458-0004,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/145458/254-145458-0004,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/145458/254-145458-0004/254-145458-0004.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/145458/254-145458-0004.flac,16000,16000,15.750000,15.750000,0.000000,1,ok,priority,exact
254_27760_254-27760-0032,254,27760,254-27760-0032,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/27760/254-27760-0032,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/254/27760/254-27760-0032/254-27760-0032.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/254/27760/254-27760-0032.flac,16000,16000,15.855000,15.855000,0.000000,1,ok,priority,exact
2817_142371_2817-142371-0001,2817,142371,2817-142371-0001,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0001,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0001/2817-142371-0001.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2817/142371/2817-142371-0001.flac,16000,16000,15.555000,15.555000,0.000000,1,ok,priority,exact
2817_142371_2817-142371-0010,2817,142371,2817-142371-0010,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0010,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0010/2817-142371-0010.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2817/142371/2817-142371-0010.flac,16000,16000,4.625000,4.625000,0.000000,1,ok,priority,exact
2817_142371_2817-142371-0037,2817,142371,2817-142371-0037,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0037,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0037/2817-142371-0037.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2817/142371/2817-142371-0037.flac,16000,16000,11.905000,11.905000,0.000000,1,ok,priority,exact
2817_142371_2817-142371-0048,2817,142371,2817-142371-0048,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0048,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0048/2817-142371-0048.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2817/142371/2817-142371-0048.flac,16000,16000,15.955000,15.955000,0.000000,1,ok,priority,exact
2817_142371_2817-142371-0078,2817,142371,2817-142371-0078,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0078,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142371/2817-142371-0078/2817-142371-0078.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2817/142371/2817-142371-0078.flac,16000,16000,9.775000,9.775000,0.000000,1,ok,priority,exact
2817_142380_2817-142380-0006,2817,142380,2817-142380-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142380/2817-142380-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142380/2817-142380-0006/2817-142380-0006.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2817/142380/2817-142380-0006.flac,16000,16000,15.580000,15.580000,0.000000,1,ok,priority,exact
2817_142380_2817-142380-0031,2817,142380,2817-142380-0031,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142380/2817-142380-0031,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142380/2817-142380-0031/2817-142380-0031.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2817/142380/2817-142380-0031.flac,16000,16000,15.490000,15.490000,0.000000,1,ok,priority,exact
2817_142380_2817-142380-0032,2817,142380,2817-142380-0032,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142380/2817-142380-0032,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2817/142380/2817-142380-0032/2817-142380-0032.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2817/142380/2817-142380-0032.flac,16000,16000,16.135000,16.135000,0.000000,1,ok,priority,exact
2911_12359_2911-12359-0012,2911,12359,2911-12359-0012,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/12359/2911-12359-0012,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/12359/2911-12359-0012/2911-12359-0012.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/12359/2911-12359-0012.flac,16000,16000,11.880000,11.880000,0.000000,1,ok,priority,exact
2911_15045_2911-15045-0004,2911,15045,2911-15045-0004,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15045/2911-15045-0004,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15045/2911-15045-0004/2911-15045-0004.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/15045/2911-15045-0004.flac,16000,16000,15.810000,15.810000,0.000000,1,ok,priority,exact
2911_15045_2911-15045-0006,2911,15045,2911-15045-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15045/2911-15045-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15045/2911-15045-0006/2911-15045-0006.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/15045/2911-15045-0006.flac,16000,16000,7.970000,7.970000,0.000000,1,ok,priority,exact
2911_15045_2911-15045-0019,2911,15045,2911-15045-0019,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15045/2911-15045-0019,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15045/2911-15045-0019/2911-15045-0019.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/15045/2911-15045-0019.flac,16000,16000,10.370000,10.370000,0.000000,1,ok,priority,exact
2911_15045_2911-15045-0029,2911,15045,2911-15045-0029,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15045/2911-15045-0029,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15045/2911-15045-0029/2911-15045-0029.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/15045/2911-15045-0029.flac,16000,16000,7.985000,7.985000,0.000000,1,ok,priority,exact
2911_15084_2911-15084-0001,2911,15084,2911-15084-0001,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15084/2911-15084-0001,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15084/2911-15084-0001/2911-15084-0001.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/15084/2911-15084-0001.flac,16000,16000,14.435000,14.435000,0.000000,1,ok,priority,exact
2911_15084_2911-15084-0007,2911,15084,2911-15084-0007,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15084/2911-15084-0007,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15084/2911-15084-0007/2911-15084-0007.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/15084/2911-15084-0007.flac,16000,16000,16.580000,16.580000,0.000000,1,ok,priority,exact
2911_15084_2911-15084-0009,2911,15084,2911-15084-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15084/2911-15084-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/15084/2911-15084-0009/2911-15084-0009.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/15084/2911-15084-0009.flac,16000,16000,11.010000,11.010000,0.000000,1,ok,priority,exact
2911_7601_2911-7601-0005,2911,7601,2911-7601-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0005/2911-7601-0005.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/7601/2911-7601-0005.flac,16000,16000,14.715000,14.715000,0.000000,1,ok,priority,exact
2911_7601_2911-7601-0008,2911,7601,2911-7601-0008,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0008,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0008/2911-7601-0008.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/7601/2911-7601-0008.flac,16000,16000,13.615000,13.615000,0.000000,1,ok,priority,exact
2911_7601_2911-7601-0010,2911,7601,2911-7601-0010,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0010,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0010/2911-7601-0010.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/7601/2911-7601-0010.flac,16000,16000,15.775000,15.775000,0.000000,1,ok,priority,exact
2911_7601_2911-7601-0018,2911,7601,2911-7601-0018,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0018,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0018/2911-7601-0018.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/7601/2911-7601-0018.flac,16000,16000,7.590000,7.590000,0.000000,1,ok,priority,exact
2911_7601_2911-7601-0034,2911,7601,2911-7601-0034,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0034,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0034/2911-7601-0034.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/7601/2911-7601-0034.flac,16000,16000,14.475000,14.475000,0.000000,1,ok,priority,exact
2911_7601_2911-7601-0038,2911,7601,2911-7601-0038,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0038,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0038/2911-7601-0038.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/7601/2911-7601-0038.flac,16000,16000,6.505000,6.505000,0.000000,1,ok,priority,exact
2911_7601_2911-7601-0043,2911,7601,2911-7601-0043,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0043,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2911/7601/2911-7601-0043/2911-7601-0043.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2911/7601/2911-7601-0043.flac,16000,16000,14.485000,14.485000,0.000000,1,ok,priority,exact
2952_407_2952-407-0005,2952,407,2952-407-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/407/2952-407-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/407/2952-407-0005/2952-407-0005.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/407/2952-407-0005.flac,16000,16000,13.750000,13.750000,0.000000,1,ok,priority,exact
2952_407_2952-407-0012,2952,407,2952-407-0012,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/407/2952-407-0012,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/407/2952-407-0012/2952-407-0012.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/407/2952-407-0012.flac,16000,16000,9.965000,9.965000,0.000000,1,ok,priority,exact
2952_408_2952-408-0006,2952,408,2952-408-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/408/2952-408-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/408/2952-408-0006/2952-408-0006.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/408/2952-408-0006.flac,16000,16000,10.250000,10.250000,0.000000,1,ok,priority,exact
2952_410_2952-410-0005,2952,410,2952-410-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0005/2952-410-0005.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/410/2952-410-0005.flac,16000,16000,9.185000,9.185000,0.000000,1,ok,priority,exact
2952_410_2952-410-0017,2952,410,2952-410-0017,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0017,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0017/2952-410-0017.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/410/2952-410-0017.flac,16000,16000,15.500000,15.500000,0.000000,1,ok,priority,exact
2952_410_2952-410-0035,2952,410,2952-410-0035,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0035,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0035/2952-410-0035.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/410/2952-410-0035.flac,16000,16000,11.365000,11.365000,0.000000,1,ok,priority,exact
2952_410_2952-410-0038,2952,410,2952-410-0038,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0038,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0038/2952-410-0038.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/410/2952-410-0038.flac,16000,16000,13.595000,13.595000,0.000000,1,ok,priority,exact
2952_410_2952-410-0043,2952,410,2952-410-0043,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0043,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0043/2952-410-0043.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/410/2952-410-0043.flac,16000,16000,15.360000,15.360000,0.000000,1,ok,priority,exact
2952_410_2952-410-0044,2952,410,2952-410-0044,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0044,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0044/2952-410-0044.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/410/2952-410-0044.flac,16000,16000,15.170000,15.170000,0.000000,1,ok,priority,exact
2952_410_2952-410-0059,2952,410,2952-410-0059,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0059,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/2952/410/2952-410-0059/2952-410-0059.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/2952/410/2952-410-0059.flac,16000,16000,15.805000,15.805000,0.000000,1,ok,priority,exact
311_124404_311-124404-0031,311,124404,311-124404-0031,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0031,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0031/311-124404-0031.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/311/124404/311-124404-0031.flac,16000,16000,15.935000,15.935000,0.000000,1,ok,priority,exact
311_124404_311-124404-0045,311,124404,311-124404-0045,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0045,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0045/311-124404-0045.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/311/124404/311-124404-0045.flac,16000,16000,6.655000,6.655000,0.000000,1,ok,priority,exact
311_124404_311-124404-0066,311,124404,311-124404-0066,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0066,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0066/311-124404-0066.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/311/124404/311-124404-0066.flac,16000,16000,14.300000,14.300000,0.000000,1,ok,priority,exact
311_124404_311-124404-0071,311,124404,311-124404-0071,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0071,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0071/311-124404-0071.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/311/124404/311-124404-0071.flac,16000,16000,15.395000,15.395000,0.000000,1,ok,priority,exact
311_124404_311-124404-0077,311,124404,311-124404-0077,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0077,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0077/311-124404-0077.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/311/124404/311-124404-0077.flac,16000,16000,13.315000,13.315000,0.000000,1,ok,priority,exact
311_124404_311-124404-0102,311,124404,311-124404-0102,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0102,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/311/124404/311-124404-0102/311-124404-0102.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/311/124404/311-124404-0102.flac,16000,16000,14.290000,14.290000,0.000000,1,ok,priority,exact
